symbol,setup,tp_rr,sl_atr,max_hold,trades,net_r,pf,win_rate,folds_positive,min_fold_trades,preflight_go,preflight_reasons
XAUUSD,session_breakout_retest,2.0,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
XAUUSD,session_breakout_retest,2.0,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
XAUUSD,session_breakout_retest,2.0,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
XAUUSD,session_breakout_retest,2.0,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
XAUUSD,session_breakout_retest,2.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
XAUUSD,session_breakout_retest,2.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
XAUUSD,session_breakout_retest,2.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
XAUUSD,session_breakout_retest,2.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_range_fade,1.5,0.8,120,291,-735.293,0.001,0.017,0,72,False,low_quality_pf_0.00<0.80
EURUSD,session_range_fade,1.5,0.8,240,291,-735.293,0.001,0.017,0,72,False,low_quality_pf_0.00<0.80
EURUSD,session_range_fade,1.5,1.0,120,245,-481.631,0.008,0.082,0,61,False,low_quality_pf_0.01<0.80
EURUSD,session_range_fade,1.5,1.0,240,245,-481.631,0.008,0.082,0,61,False,low_quality_pf_0.01<0.80
EURUSD,session_range_fade,2.0,0.8,120,268,-647.701,0.013,0.123,0,67,False,low_quality_pf_0.01<0.80
EURUSD,session_range_fade,2.0,0.8,240,268,-647.701,0.013,0.123,0,67,False,low_quality_pf_0.01<0.80
EURUSD,session_range_fade,2.0,1.0,120,214,-419.566,0.043,0.22,0,53,False,low_quality_pf_0.04<0.80
EURUSD,session_range_fade,2.0,1.0,240,214,-419.566,0.043,0.22,0,53,False,low_quality_pf_0.04<0.80
EURUSD,session_range_fade,2.5,0.8,120,237,-579.757,0.039,0.198,0,59,False,low_quality_pf_0.04<0.80
EURUSD,session_range_fade,2.5,0.8,240,237,-579.757,0.039,0.198,0,59,False,low_quality_pf_0.04<0.80
EURUSD,session_range_fade,2.5,1.0,120,195,-376.592,0.088,0.267,0,48,False,low_quality_pf_0.09<0.80
EURUSD,session_range_fade,2.5,1.0,240,195,-376.592,0.088,0.267,0,48,False,low_quality_pf_0.09<0.80
EURUSD,round_level_sweep,1.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,1.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,1.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,1.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,1.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.0,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.0,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.0,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.0,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,2.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_range_fade,1.5,0.8,120,269,-619.9,0.004,0.045,0,67,False,low_quality_pf_0.00<0.80
GBPUSD,session_range_fade,1.5,0.8,240,269,-619.9,0.004,0.045,0,67,False,low_quality_pf_0.00<0.80
GBPUSD,session_range_fade,1.5,1.0,120,238,-430.903,0.018,0.122,0,59,False,low_quality_pf_0.02<0.80
GBPUSD,session_range_fade,1.5,1.0,240,238,-430.903,0.018,0.122,0,59,False,low_quality_pf_0.02<0.80
GBPUSD,session_range_fade,2.0,0.8,120,248,-547.728,0.022,0.133,0,62,False,low_quality_pf_0.02<0.80
GBPUSD,session_range_fade,2.0,0.8,240,248,-547.728,0.022,0.133,0,62,False,low_quality_pf_0.02<0.80
GBPUSD,session_range_fade,2.0,1.0,120,211,-374.627,0.063,0.232,0,52,False,low_quality_pf_0.06<0.80
GBPUSD,session_range_fade,2.0,1.0,240,211,-374.627,0.063,0.232,0,52,False,low_quality_pf_0.06<0.80
GBPUSD,session_range_fade,2.5,0.8,120,226,-487.014,0.058,0.208,0,56,False,low_quality_pf_0.06<0.80
GBPUSD,session_range_fade,2.5,0.8,240,226,-487.014,0.058,0.208,0,56,False,low_quality_pf_0.06<0.80
GBPUSD,session_range_fade,2.5,1.0,120,197,-330.908,0.126,0.279,0,49,False,low_quality_pf_0.13<0.80
GBPUSD,session_range_fade,2.5,1.0,240,197,-330.908,0.126,0.279,0,49,False,low_quality_pf_0.13<0.80
GBPUSD,round_level_sweep,1.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,1.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,1.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,1.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.0,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.0,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.0,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.0,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,round_level_sweep,2.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,1.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,1.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,1.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,1.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.0,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.0,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.0,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.0,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
GBPUSD,session_breakout_retest,2.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_range_fade,1.5,0.8,120,343,-717.563,0.007,0.055,0,85,False,low_quality_pf_0.01<0.80
USDJPY,session_range_fade,1.5,0.8,240,343,-717.563,0.007,0.055,0,85,False,low_quality_pf_0.01<0.80
USDJPY,session_range_fade,1.5,1.0,120,263,-452.309,0.021,0.129,0,65,False,low_quality_pf_0.02<0.80
USDJPY,session_range_fade,1.5,1.0,240,263,-452.309,0.021,0.129,0,65,False,low_quality_pf_0.02<0.80
USDJPY,session_range_fade,2.0,0.8,120,288,-610.896,0.025,0.135,0,72,False,low_quality_pf_0.03<0.80
USDJPY,session_range_fade,2.0,0.8,240,288,-610.896,0.025,0.135,0,72,False,low_quality_pf_0.03<0.80
USDJPY,session_range_fade,2.0,1.0,120,224,-375.056,0.07,0.263,0,56,False,low_quality_pf_0.07<0.80
USDJPY,session_range_fade,2.0,1.0,240,224,-375.056,0.07,0.263,0,56,False,low_quality_pf_0.07<0.80
USDJPY,session_range_fade,2.5,0.8,120,260,-546.753,0.058,0.219,0,65,False,low_quality_pf_0.06<0.80
USDJPY,session_range_fade,2.5,0.8,240,260,-546.753,0.058,0.219,0,65,False,low_quality_pf_0.06<0.80
USDJPY,session_range_fade,2.5,1.0,120,193,-331.877,0.109,0.228,0,48,False,low_quality_pf_0.11<0.80
USDJPY,session_range_fade,2.5,1.0,240,193,-331.877,0.109,0.228,0,48,False,low_quality_pf_0.11<0.80
USDJPY,round_level_sweep,1.5,0.8,120,9,-12.48,0.063,0.333,1,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,1.5,0.8,240,9,-12.48,0.063,0.333,1,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,1.5,1.0,120,9,-9.784,0.138,0.333,1,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,1.5,1.0,240,9,-9.784,0.138,0.333,1,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.0,0.8,120,9,-13.48,0.148,0.333,1,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.0,0.8,240,9,-13.48,0.148,0.333,1,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.0,1.0,120,9,-13.784,0.133,0.222,0,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.0,1.0,240,9,-13.784,0.133,0.222,0,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.5,0.8,120,9,-15.48,0.146,0.222,0,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.5,0.8,240,9,-15.48,0.146,0.222,0,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.5,1.0,120,9,-16.284,0.078,0.111,0,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,round_level_sweep,2.5,1.0,240,9,-16.284,0.078,0.111,0,2,False,too_few_total_9<30;thin_fold_0<5
USDJPY,session_breakout_retest,1.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,1.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,1.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,1.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.0,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.0,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.0,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.0,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.5,0.8,120,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.5,0.8,240,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.5,1.0,120,0,0.0,0.0,0.0,0,0,False,no_signals
USDJPY,session_breakout_retest,2.5,1.0,240,0,0.0,0.0,0.0,0,0,False,no_signals
